Nombre d'essieux,ID de péage,Code de péage
1437,Sat Jul 31 04:30:35 2021,2275040
1438,Thu Aug 12 09:34:08 2021,8802321
1439,Sat Jul 31 05:59:36 2021,6244386
1440,Thu Aug  5 21:42:16 2021,7478563
1441,Sat Aug 21 15:15:28 2021,9715868
1442,Thu Aug 12 13:56:35 2021,5226868
1443,Thu Aug  5 20:30:12 2021,1775884
1444,Thu Aug 19 23:13:19 2021,3549914
1445,Tue Aug  3 21:26:44 2021,6353407
1446,Sun Aug 15 16:39:12 2021,6475766
1447,Sat Aug 14 19:53:18 2021,9666365
1448,Mon Aug 16 23:57:33 2021,5407288
1449,Sat Aug 14 19:28:19 2021,3623843
1450,Tue Aug 17 21:10:10 2021,8553811
1451,Tue Aug  3 13:35:07 2021,6285636
1452,Sun Aug 22 04:28:13 2021,5807651
1453,Mon Aug  2 02:07:47 2021,6172986
1454,Sun Aug  1 06:54:17 2021,921691
1455,Wed Aug 11 09:45:22 2021,8909634
1456,Thu Aug 19 18:12:18 2021,6814914
1457,Tue Aug 17 20:31:32 2021,128180
1458,Mon Aug  2 16:38:19 2021,6327269
1459,Fri Jul 30 14:00:03 2021,6868159
1460,Sun Aug 15 19:24:33 2021,5585220
1461,Mon Aug  2 15:18:28 2021,5415555
1462,Tue Aug  3 22:35:39 2021,2446899
1463,Sun Aug  1 13:24:24 2021,7638296
1464,Wed Aug 18 19:57:12 2021,3794813
1465,Sat Jul 31 04:04:50 2021,9334279
1466,Mon Aug  9 01:54:09 2021,8678433
1467,Wed Aug 18 06:26:36 2021,2639079
1468,Sun Aug  8 16:52:46 2021,9265662
1469,Sat Jul 31 11:43:43 2021,4725272
1470,Wed Aug  4 20:05:01 2021,1886903
1471,Sat Jul 31 13:14:01 2021,9484059
1472,Sun Aug  1 04:59:07 2021,555303
1473,Fri Aug  6 14:28:48 2021,1523355
1474,Wed Aug 18 03:37:03 2021,659475
1475,Tue Aug  3 14:16:20 2021,9203549
1476,Sun Aug 15 15:20:20 2021,4301934
1477,Sat Aug 14 09:34:59 2021,9488098
1478,Sat Aug  7 02:57:09 2021,362161
1479,Fri Aug 20 18:02:54 2021,4420855
1480,Sat Jul 31 17:48:27 2021,5706224
1481,Sat Aug 14 18:31:03 2021,312006
1482,Mon Aug  9 20:52:16 2021,4199076
1483,Tue Aug  3 15:39:44 2021,5825432
1484,Tue Aug 17 02:09:23 2021,581396
1485,Fri Jul 30 06:51:38 2021,6679116
1486,Wed Aug 18 21:56:39 2021,9752611
1487,Sat Aug  7 05:44:33 2021,5800348
1488,Thu Aug 12 04:34:34 2021,5847151
1489,Sun Aug 22 10:33:57 2021,8313701
1490,Fri Aug 20 07:51:16 2021,6473623
1491,Thu Aug 19 04:08:06 2021,8005415
1492,Mon Aug  2 11:43:23 2021,5453800
1493,Sat Jul 31 18:04:21 2021,3191180
1494,Tue Aug 17 20:36:10 2021,2353239
1495,Fri Aug 13 15:10:37 2021,450825
1496,Mon Aug 16 18:05:06 2021,1280096
1497,Tue Aug  3 03:51:53 2021,2741277
1498,Tue Aug  3 06:48:38 2021,2351162
1499,Fri Aug 13 08:51:00 2021,7863217
1500,Thu Aug 12 08:28:38 2021,1971653
1501,Tue Aug 17 02:04:54 2021,859868
1502,Sat Jul 31 18:22:31 2021,1305420
1503,Fri Aug  6 08:16:04 2021,8367060
1504,Mon Aug 16 06:03:35 2021,7281090
1505,Fri Aug  6 18:45:26 2021,7568524
1506,Sat Jul 31 20:14:12 2021,2863385
1507,Tue Aug 17 20:34:13 2021,7716119
1508,Wed Aug 18 00:40:07 2021,9639766
1509,Sat Aug 14 17:51:32 2021,2543494
1510,Sun Aug 22 06:25:23 2021,1465474
1511,Mon Aug 16 12:41:22 2021,1566290
1512,Sun Aug  1 00:49:43 2021,4582510
1513,Sat Jul 31 00:49:27 2021,6491183
1514,Fri Aug 13 22:05:48 2021,8021696
1515,Sat Aug 21 14:12:46 2021,6183485
1516,Thu Aug 12 13:05:52 2021,9084928
1517,Fri Jul 30 21:35:32 2021,6643152
1518,Sat Aug  7 03:21:05 2021,9751837
1519,Sun Aug  1 07:30:40 2021,9655533
1520,Thu Aug  5 15:33:09 2021,4813472
1521,Tue Aug 17 17:36:43 2021,6996339
1522,Mon Aug  2 10:15:13 2021,7421445
1523,Tue Aug  3 11:19:45 2021,4204197
1524,Mon Aug  2 22:41:17 2021,8707749
1525,Fri Aug 13 12:26:42 2021,2213789
1526,Thu Aug 12 23:33:10 2021,1937849
1527,Wed Aug 11 10:34:27 2021,9827204
1528,Thu Aug 12 21:04:30 2021,7109770
1529,Sun Aug  1 17:53:24 2021,2650132
1530,Mon Aug  9 13:25:59 2021,9642934
1531,Fri Aug 20 04:43:52 2021,835891
1532,Tue Aug  3 01:01:49 2021,3666176
1533,Thu Jul 29 13:01:53 2021,8722712
1534,Tue Aug 17 19:12:51 2021,4570413
1535,Sat Aug  7 08:51:21 2021,9995684
1536,Sat Aug 14 19:31:13 2021,2020657
1537,Fri Jul 30 10:43:16 2021,9238888
1538,Sat Jul 31 21:12:56 2021,2889489
1539,Wed Aug  4 15:18:47 2021,318307
1540,Sat Jul 31 17:33:38 2021,8701052
1541,Fri Aug 20 11:22:39 2021,6437141
1542,Wed Aug 11 19:41:52 2021,5656721
1543,Fri Aug  6 14:30:20 2021,3431025
1544,Mon Aug  9 23:27:19 2021,328948
1545,Thu Aug 19 04:39:08 2021,9956692
1546,Fri Aug  6 17:10:09 2021,8988961
1547,Tue Aug  3 23:02:05 2021,1468614
1548,Sat Aug  7 06:23:00 2021,4781406
1549,Fri Jul 30 19:23:28 2021,7063145
1550,Mon Aug 16 19:28:30 2021,5040545
1551,Sun Aug  8 09:48:30 2021,8278634
1552,Sat Jul 31 07:28:47 2021,7010037
1553,Wed Aug  4 23:38:00 2021,9737007
1554,Thu Aug 19 08:58:50 2021,655458
1555,Thu Aug 19 17:41:34 2021,1851682
1556,Wed Aug  4 05:33:34 2021,2909718
1557,Tue Aug 10 00:58:45 2021,6065758
1558,Fri Aug 13 15:53:25 2021,2336297
1559,Mon Aug 16 14:26:37 2021,4098792
1560,Tue Aug  3 21:48:21 2021,407554
1561,Mon Aug 16 04:27:11 2021,2009002
1562,Fri Aug  6 06:24:30 2021,2357141
1563,Wed Aug 18 04:23:23 2021,4731836
1564,Sat Aug 14 22:43:39 2021,1210777
1565,Tue Aug  3 10:20:58 2021,8731021
1566,Mon Aug 16 23:04:49 2021,432438
1567,Fri Aug 20 09:15:37 2021,4998086
1568,Sun Aug 22 08:56:19 2021,891299
1569,Wed Aug 11 18:03:58 2021,6871208
1570,Mon Aug  9 17:22:41 2021,6886314
1571,Tue Aug 17 23:32:04 2021,8249210
1572,Sun Aug 22 08:45:12 2021,4531947
1573,Sun Aug 15 12:37:28 2021,2475613
1574,Sat Aug 14 01:27:43 2021,3795794
1575,Fri Aug 20 06:53:25 2021,974766
1576,Tue Aug 17 20:53:17 2021,9447366
1577,Wed Aug  4 04:45:01 2021,9393364
1578,Mon Aug 16 03:10:42 2021,8556843
1579,Fri Jul 30 09:18:21 2021,9773352
1580,Fri Jul 30 01:11:03 2021,8755956
1581,Sun Aug 22 02:51:30 2021,742109
1582,Sun Aug 15 23:40:45 2021,4887014
1583,Mon Aug  9 07:26:50 2021,6545154
1584,Tue Aug 17 16:19:26 2021,3117923
1585,Fri Jul 30 19:26:23 2021,8975598
1586,Tue Aug 17 12:00:44 2021,3800485
1587,Wed Aug  4 23:46:03 2021,1513812
1588,Fri Aug 13 21:39:06 2021,8028222
1589,Thu Aug 19 04:53:44 2021,1167427
1590,Tue Aug  3 04:59:21 2021,1334088
1591,Tue Aug 17 21:59:42 2021,1768305
1592,Thu Aug 12 15:35:35 2021,2989964
1593,Sat Aug  7 12:14:16 2021,8416426
1594,Fri Jul 30 14:51:28 2021,9939758
1595,Wed Aug 18 02:50:59 2021,4838573
1596,Wed Aug 18 10:20:45 2021,2695601
1597,Tue Aug 10 07:55:38 2021,9347805
1598,Wed Aug 11 22:39:35 2021,4595401
1599,Sun Aug  1 08:44:15 2021,402853
1600,Thu Aug  5 02:42:00 2021,8944594
1601,Sat Aug  7 10:02:04 2021,4544746
1602,Sun Aug 22 06:36:25 2021,6053175
1603,Thu Jul 29 22:02:19 2021,6145104
1604,Fri Jul 30 12:06:21 2021,1533990
1605,Mon Aug 16 07:38:57 2021,6177576
1606,Sun Aug  8 11:36:58 2021,8869698
1607,Sat Aug 21 08:33:12 2021,9662043
1608,Thu Aug 19 13:18:11 2021,5452672
1609,Thu Aug 12 23:59:41 2021,7763079
1610,Thu Aug  5 21:25:27 2021,1078933
1611,Tue Aug 10 17:49:41 2021,8131923
1612,Mon Aug  9 14:53:14 2021,296672
1613,Sun Aug  8 19:42:54 2021,4003127
1614,Mon Aug  2 00:21:35 2021,7801156
1615,Thu Jul 29 20:50:39 2021,8924553
1616,Sat Aug  7 03:59:05 2021,4745912
1617,Tue Aug 10 07:46:36 2021,3595136
1618,Sun Aug 15 09:27:39 2021,6902318
1619,Mon Aug  9 01:14:44 2021,491585
1620,Sun Aug  1 20:48:55 2021,4197006
1621,Thu Aug  5 09:44:21 2021,3868009
1622,Thu Aug 12 15:04:08 2021,7408433
1623,Fri Jul 30 10:20:44 2021,8232209
1624,Wed Aug 18 11:41:19 2021,7229848
1625,Fri Aug 20 15:45:42 2021,5849102
1626,Sun Aug  1 07:07:46 2021,2896140
1627,Mon Aug 16 23:33:14 2021,38074
1628,Tue Aug 10 14:56:05 2021,7098680
1629,Tue Aug  3 03:46:19 2021,8391953
1630,Sat Aug 21 08:08:11 2021,6499117
1631,Wed Aug 11 06:37:18 2021,2381468
1632,Wed Aug 11 20:27:18 2021,8599667
1633,Tue Aug  3 13:08:07 2021,5946337
1634,Fri Jul 30 22:22:56 2021,9191246
1635,Sun Aug 22 11:47:28 2021,7470083
1636,Thu Jul 29 19:49:55 2021,130681
1637,Mon Aug  2 12:35:58 2021,2170743
1638,Sun Aug  1 02:52:09 2021,6338703
1639,Thu Aug  5 22:24:31 2021,5396462
1640,Mon Aug 16 13:34:47 2021,4796968
1641,Sat Aug 21 19:01:43 2021,6478296
1642,Thu Aug 12 12:44:06 2021,2822495
1643,Sat Aug 21 15:05:45 2021,2408133
1644,Fri Aug 13 18:02:29 2021,9168796
1645,Sat Aug 21 20:06:09 2021,5387239
1646,Mon Aug 16 03:44:58 2021,6635693
1647,Thu Aug  5 18:35:34 2021,3369430
1648,Mon Aug 16 19:55:57 2021,4514868
1649,Mon Aug  9 02:19:52 2021,5565372
1650,Sat Aug 21 04:34:44 2021,1417541
1651,Fri Aug  6 03:43:08 2021,952817
1652,Sat Aug 14 09:47:52 2021,3582019
1653,Fri Aug  6 05:53:41 2021,2530612
1654,Sat Aug  7 13:34:29 2021,887178
1655,Fri Jul 30 15:46:40 2021,9282780
1656,Fri Aug  6 21:11:31 2021,9074239
1657,Sun Aug 22 09:59:04 2021,8334354
1658,Sun Aug 22 11:23:07 2021,3603215
1659,Fri Aug 20 13:23:51 2021,1380705
1660,Tue Aug 17 04:47:15 2021,5571481
1661,Sat Aug 14 22:33:36 2021,3304683
1662,Thu Aug 19 10:59:49 2021,8693467
1663,Sat Jul 31 20:14:11 2021,7947981
1664,Sun Aug 15 17:27:28 2021,396655
1665,Wed Aug  4 21:23:36 2021,3316639
1666,Mon Aug  2 15:26:48 2021,1479859
1667,Sat Aug 14 03:53:53 2021,6815648
1668,Fri Jul 30 01:50:17 2021,8546054
1669,Mon Aug  9 08:57:30 2021,2786321
1670,Sat Jul 31 15:43:26 2021,617518
1671,Sun Aug 15 17:57:07 2021,8834471
1672,Sun Aug 22 12:34:26 2021,6804769
1673,Mon Aug  2 10:42:17 2021,7838323
1674,Thu Aug  5 10:58:06 2021,2271233
1675,Sun Aug  1 22:44:14 2021,8195337
1676,Sat Aug  7 18:32:02 2021,8280015
1677,Fri Aug 20 07:25:47 2021,8497728
1678,Mon Aug  9 23:45:56 2021,356999
1679,Thu Aug  5 09:47:49 2021,3490921
1680,Sun Aug  1 21:54:29 2021,7529037
1681,Fri Aug  6 20:40:13 2021,2627606
1682,Fri Aug 13 09:03:05 2021,204387
1683,Mon Aug 16 20:03:46 2021,2773937
1684,Mon Aug 16 17:16:38 2021,2832962
1685,Thu Aug 12 05:24:24 2021,263154
1686,Thu Aug 19 06:58:45 2021,3342224
1687,Fri Aug  6 07:59:24 2021,591303
1688,Mon Aug  2 07:48:39 2021,9161077
1689,Sat Jul 31 17:07:40 2021,7680159
1690,Thu Jul 29 21:33:11 2021,4651350
1691,Sun Aug  1 01:40:34 2021,603444
1692,Tue Aug 17 16:41:10 2021,6196723
1693,Wed Aug  4 17:12:08 2021,2084954
1694,Thu Aug 19 14:06:38 2021,9137445
1695,Tue Aug 17 06:37:45 2021,7605913
1696,Fri Aug 13 04:09:46 2021,5137434
1697,Thu Aug 19 20:10:49 2021,8754909
1698,Tue Aug 17 07:54:46 2021,4665107
1699,Sun Aug 22 09:21:06 2021,6488504
1700,Tue Aug 17 05:40:52 2021,212993
1701,Sat Aug 21 01:17:02 2021,2288405
1702,Thu Aug  5 02:40:40 2021,815150
1703,Fri Aug 20 18:34:47 2021,5871927
1704,Thu Jul 29 13:12:29 2021,2109653
1705,Mon Aug  2 21:54:54 2021,8382016
1706,Thu Aug 19 03:45:50 2021,6633408
1707,Fri Aug 13 11:36:30 2021,7853601
1708,Mon Aug 16 07:58:00 2021,4839745
1709,Sun Aug  8 09:13:47 2021,7725907
1710,Wed Aug 18 03:44:02 2021,7655466
1711,Fri Jul 30 08:17:50 2021,4740022
1712,Fri Aug 20 08:25:28 2021,621420
1713,Wed Aug  4 18:19:44 2021,277749
1714,Sat Aug 14 15:59:32 2021,6666774
1715,Sat Aug 21 09:09:39 2021,541077
1716,Mon Aug  9 12:11:01 2021,3079436
1717,Sun Aug 22 03:13:04 2021,2875688
1718,Fri Jul 30 21:04:11 2021,5427602
1719,Sat Aug 21 13:02:19 2021,1837878
1720,Fri Aug 13 05:02:00 2021,249885
1721,Tue Aug 17 20:35:03 2021,9856955
1722,Wed Aug  4 22:15:10 2021,5103091
1723,Tue Aug 17 09:49:59 2021,3088520
1724,Mon Aug 16 17:45:03 2021,8538903
1725,Thu Aug 19 22:03:39 2021,4703509
1726,Sat Aug 14 15:10:49 2021,2947406
1727,Sun Aug  1 04:27:09 2021,7358523
1728,Sat Jul 31 01:18:49 2021,5134507
1729,Thu Aug  5 00:05:22 2021,1587932
1730,Sun Aug 22 11:06:20 2021,5955766
1731,Fri Aug  6 19:33:44 2021,427348
1732,Wed Aug 18 01:20:09 2021,9937071
1733,Tue Aug  3 22:11:41 2021,7705689
1734,Thu Aug  5 02:27:58 2021,9021173
1735,Sun Aug  1 16:40:48 2021,5231530
1736,Thu Aug 12 03:09:32 2021,1686465
1737,Wed Aug  4 19:26:23 2021,5151621
1738,Thu Aug 12 04:29:54 2021,6976363
1739,Sun Aug  1 05:14:31 2021,7513777
1740,Sun Aug 22 04:29:54 2021,5467524
1741,Sun Aug 15 09:53:21 2021,7651504
1742,Tue Aug 10 05:59:28 2021,9354024
1743,Tue Aug  3 09:21:23 2021,3910816
1744,Tue Aug 17 12:42:50 2021,8390640
1745,Sat Aug 14 05:01:36 2021,2994334
1746,Thu Aug 19 19:03:15 2021,65383
1747,Sun Aug 15 12:42:40 2021,2044866
1748,Thu Jul 29 13:15:22 2021,1131811
1749,Sat Aug 21 15:09:46 2021,604553
1750,Fri Jul 30 06:03:58 2021,9204549
1751,Fri Aug 20 23:12:11 2021,1344790
1752,Sun Aug 15 18:01:56 2021,9408097
1753,Sun Aug  8 22:42:58 2021,2195849
1754,Fri Aug 20 08:33:56 2021,7574112
1755,Fri Aug 20 11:55:40 2021,4815349
1756,Thu Aug 12 10:15:36 2021,6659895
1757,Fri Jul 30 19:07:38 2021,9116574
1758,Tue Aug  3 15:14:21 2021,6580860
1759,Sat Jul 31 11:09:25 2021,2923171
1760,Sat Jul 31 21:01:30 2021,2629444
1761,Fri Aug  6 23:02:19 2021,5838389
1762,Sun Aug  1 14:41:56 2021,1011676
1763,Wed Aug  4 14:57:42 2021,7233196
1764,Tue Aug 17 21:05:35 2021,4549124
1765,Sun Aug  8 04:14:59 2021,5201152
1766,Sun Aug  8 06:48:43 2021,4069329
1767,Thu Aug 19 08:13:24 2021,1129975
1768,Mon Aug  2 03:47:26 2021,4933920
1769,Wed Aug  4 02:05:29 2021,5226214
1770,Mon Aug  2 07:24:47 2021,5500532
1771,Tue Aug 17 13:38:32 2021,8188797
1772,Sun Aug 15 01:02:08 2021,2689184
1773,Thu Aug 12 22:39:24 2021,9887147
1774,Sat Jul 31 21:59:07 2021,7632359
1775,Tue Aug 10 16:05:24 2021,6854712
1776,Tue Aug  3 08:46:42 2021,1774575
1777,Tue Aug 17 21:23:32 2021,5943514
1778,Tue Aug 10 03:58:46 2021,2885585
1779,Thu Aug 12 23:08:59 2021,5286773
1780,Sat Aug  7 04:24:28 2021,8194109
1781,Wed Aug 18 03:26:23 2021,7700051
1782,Sat Aug  7 17:28:30 2021,5876055
1783,Thu Aug 12 21:59:01 2021,500216
1784,Sat Aug 21 18:41:56 2021,7956819
1785,Tue Aug 17 01:32:56 2021,9001713
1786,Sat Aug  7 02:37:46 2021,800858
1787,Fri Jul 30 14:10:16 2021,9712648
1788,Wed Aug 18 08:17:21 2021,5736180
1789,Sun Aug 22 05:39:11 2021,1151175
1790,Thu Aug 19 14:06:25 2021,9811103
1791,Wed Aug 18 14:24:25 2021,5271672
1792,Sat Aug 14 00:48:10 2021,1805564
1793,Thu Aug 12 01:11:12 2021,6045634
1794,Wed Aug  4 14:18:27 2021,220233
1795,Wed Aug 18 03:58:02 2021,5172164
1796,Sat Aug 14 12:34:46 2021,531770
1797,Sun Aug  8 19:35:06 2021,4496037
1798,Mon Aug 16 17:15:43 2021,5681023
1799,Fri Aug 20 03:42:31 2021,697724
1800,Wed Aug 18 18:57:47 2021,7632125
1801,Sat Aug 14 08:44:35 2021,5312568
1802,Fri Aug 20 23:23:55 2021,6356468
1803,Sat Aug 14 16:59:33 2021,8224744
1804,Sat Aug  7 17:30:42 2021,2975837
1805,Mon Aug  9 00:23:40 2021,8482541
1806,Wed Aug 18 03:13:39 2021,9201887
1807,Fri Aug  6 07:10:58 2021,1397726
1808,Sun Aug 15 11:32:15 2021,8029405
1809,Fri Aug 20 04:02:11 2021,1488524
1810,Sat Aug 14 22:25:16 2021,7604698
1811,Sun Aug 15 10:36:42 2021,8537928
1812,Sat Jul 31 04:14:46 2021,1363885
1813,Tue Aug  3 16:45:09 2021,2795136
1814,Mon Aug  9 23:36:26 2021,7516973
1815,Mon Aug 16 23:33:40 2021,6833469
1816,Wed Aug 11 06:45:54 2021,8661043
1817,Sat Aug 14 01:32:14 2021,6898881
1818,Tue Aug 17 21:57:00 2021,8878129
1819,Thu Aug 19 06:38:36 2021,7309465
1820,Tue Aug 17 04:00:15 2021,7861114
1821,Mon Aug  2 01:40:15 2021,6338856
1822,Sun Aug 22 01:00:21 2021,8608203
1823,Thu Aug 12 10:36:06 2021,628232
1824,Wed Aug 11 12:19:55 2021,8847716
1825,Sun Aug 22 02:18:20 2021,6559728
1826,Wed Aug 18 10:37:41 2021,8230728
1827,Thu Jul 29 12:40:32 2021,5073033
1828,Sun Aug 15 18:01:15 2021,7267006
1829,Wed Aug  4 08:28:33 2021,2940610
1830,Wed Aug  4 22:13:29 2021,3507000
1831,Mon Aug 16 12:27:49 2021,8460148
1832,Mon Aug  9 03:33:49 2021,6540957
1833,Thu Jul 29 18:34:56 2021,9261931
1834,Thu Aug 19 20:02:43 2021,9976405
1835,Sat Aug 21 12:47:18 2021,8820270
1836,Fri Jul 30 05:15:30 2021,240809
1837,Wed Aug 11 05:23:19 2021,3971089
1838,Wed Aug 11 12:44:34 2021,3653824
1839,Tue Aug  3 20:16:48 2021,147172
1840,Sat Aug 14 12:43:14 2021,9439914
1841,Sat Jul 31 12:22:18 2021,1100288
1842,Fri Jul 30 06:26:26 2021,2020988
1843,Mon Aug 16 02:43:29 2021,4491854
1844,Wed Aug 18 20:19:54 2021,1504760
1845,Sat Aug  7 01:30:51 2021,778079
1846,Wed Aug  4 06:43:05 2021,1561928
1847,Thu Aug 12 23:56:23 2021,8811374
1848,Wed Aug  4 16:50:46 2021,3970184
1849,Sat Aug 14 10:02:38 2021,3674867
1850,Thu Aug 19 19:22:53 2021,8806440
1851,Sun Aug  1 23:32:30 2021,1151181
1852,Fri Jul 30 14:40:45 2021,9201735
1853,Sun Aug  1 05:01:44 2021,5360180
1854,Sat Aug  7 08:37:59 2021,1319419
1855,Sun Aug  1 14:51:51 2021,8376297
1856,Thu Aug  5 04:55:05 2021,399545
1857,Sun Aug 22 08:45:27 2021,1891347
1858,Sun Aug  1 21:41:48 2021,9653327
1859,Fri Aug 13 07:30:37 2021,5265101
1860,Sun Aug 15 21:48:54 2021,5390497
1861,Sat Aug  7 21:46:25 2021,5405590
1862,Sun Aug  1 06:23:04 2021,2626961
1863,Fri Aug 20 06:02:41 2021,9174793
1864,Thu Aug 12 14:33:04 2021,6773361
1865,Fri Aug 20 20:49:02 2021,1288541
1866,Wed Aug  4 12:15:14 2021,1821972
1867,Mon Aug 16 07:33:33 2021,5346783
1868,Fri Aug  6 05:33:50 2021,1130335
1869,Thu Jul 29 15:49:04 2021,4146972
1870,Wed Aug 11 21:12:44 2021,8485610
1871,Wed Aug 11 05:53:49 2021,6158310
1872,Tue Aug  3 10:42:52 2021,1395620
1873,Thu Aug  5 16:54:16 2021,9610610
1874,Sat Aug 21 04:06:50 2021,6034442
1875,Thu Aug 12 02:24:05 2021,9256456
1876,Thu Aug  5 15:46:24 2021,9271475
1877,Mon Aug  9 22:50:16 2021,1914913
1878,Tue Aug 10 19:50:39 2021,7551121
1879,Tue Aug 17 11:19:27 2021,2410751
1880,Sun Aug  8 16:01:27 2021,7079231
1881,Tue Aug  3 17:17:12 2021,7216652
1882,Sun Aug  1 13:22:35 2021,314068
1883,Fri Aug 13 06:23:56 2021,6182269
1884,Fri Jul 30 17:00:45 2021,1283805
1885,Mon Aug  2 07:57:35 2021,4919410
1886,Sat Jul 31 22:27:32 2021,215466
1887,Wed Aug 11 17:50:37 2021,9487827
1888,Thu Aug 19 20:00:29 2021,2989685
1889,Sat Jul 31 00:17:32 2021,5408272
1890,Mon Aug 16 13:48:24 2021,4587132
1891,Thu Aug 19 14:23:04 2021,3418417
1892,Sun Aug  1 17:05:55 2021,6467027
1893,Fri Aug 13 19:58:21 2021,2607026
1894,Thu Aug  5 21:39:29 2021,2110522
1895,Mon Aug  2 12:29:47 2021,3959116
1896,Sun Aug  8 06:34:16 2021,9650647
1897,Thu Aug  5 07:18:57 2021,5966700
1898,Wed Aug 18 09:27:01 2021,5483890
1899,Thu Jul 29 14:35:16 2021,7611470
1900,Wed Aug 18 16:15:18 2021,2430571
1901,Thu Aug 12 07:43:41 2021,5540170
1902,Thu Aug 19 08:53:09 2021,2206296
1903,Mon Aug 16 02:47:38 2021,5786644
1904,Sat Aug  7 02:33:39 2021,2509976
1905,Fri Aug  6 13:33:36 2021,7670347
1906,Fri Aug 13 00:23:18 2021,70027
1907,Wed Aug  4 04:49:43 2021,7016071
1908,Fri Aug  6 20:00:07 2021,8730314
1909,Fri Jul 30 09:50:21 2021,4526711
1910,Mon Aug  2 19:10:04 2021,8589063
1911,Fri Aug  6 10:31:13 2021,5361926
1912,Mon Aug  9 23:30:41 2021,3425787
1913,Tue Aug  3 17:10:14 2021,7968426
1914,Fri Aug 13 06:23:26 2021,1073918
1915,Thu Aug  5 01:00:11 2021,1756165
1916,Fri Aug  6 12:24:47 2021,2663772
1917,Tue Aug  3 16:07:12 2021,223293
1918,Wed Aug 11 15:06:35 2021,2517221
1919,Tue Aug 10 16:44:42 2021,1463316
1920,Thu Aug 19 21:32:33 2021,2519885
1921,Tue Aug  3 05:49:51 2021,6472330
1922,Sat Aug 21 20:20:15 2021,1135985
1923,Sun Aug  8 06:02:43 2021,2828545
1924,Tue Aug 17 04:10:10 2021,7246418
1925,Sun Aug 15 07:11:35 2021,5335461
1926,Sun Aug  8 18:55:46 2021,6975292
1927,Tue Aug 17 00:35:52 2021,780378
1928,Sun Aug 15 19:27:30 2021,4034241
1929,Thu Aug 12 03:09:50 2021,6342534
1930,Wed Aug  4 00:43:13 2021,5015962
1931,Tue Aug 17 10:34:31 2021,8359967
1932,Thu Aug 19 20:56:46 2021,6734625
1933,Wed Aug 18 23:44:04 2021,4298780
1934,Mon Aug  2 12:14:53 2021,342680
1935,Thu Jul 29 13:51:54 2021,6691936
1936,Fri Jul 30 05:28:29 2021,3702137
1937,Sun Aug 15 14:46:11 2021,2129792
1938,Fri Jul 30 09:51:28 2021,364700
1939,Tue Aug 17 01:39:26 2021,8353947
1940,Wed Aug 18 18:34:52 2021,6820349
1941,Sat Aug  7 14:07:50 2021,2421831
1942,Wed Aug 18 12:09:53 2021,8343297
1943,Sat Jul 31 12:31:59 2021,6514752
1944,Wed Aug 11 23:01:35 2021,4423777
1945,Sat Aug  7 06:32:49 2021,1232753
1946,Thu Aug 19 01:40:15 2021,1479425
1947,Thu Aug  5 15:41:45 2021,3004461
1948,Sun Aug 15 08:07:22 2021,5912543
1949,Mon Aug  2 05:08:03 2021,7269065
1950,Fri Aug 13 09:54:50 2021,9479575
1951,Sun Aug  8 10:32:03 2021,276380
1952,Tue Aug  3 23:17:24 2021,5261186
1953,Mon Aug  9 19:29:57 2021,4971861
1954,Sun Aug  1 19:12:46 2021,6907184
1955,Thu Aug 12 23:20:49 2021,3051037
1956,Mon Aug  2 09:38:46 2021,5317016
1957,Fri Jul 30 06:39:24 2021,2090427
1958,Fri Aug 20 12:15:01 2021,5664686
1959,Sun Aug 15 12:53:09 2021,1496880
1960,Sun Aug 15 01:42:00 2021,6024650
1961,Mon Aug 16 07:00:10 2021,2534620
1962,Mon Aug  9 13:18:19 2021,6557689
1963,Wed Aug 18 16:10:02 2021,535689
1964,Wed Aug 11 22:03:39 2021,1842630
1965,Sat Aug 21 22:34:30 2021,9548669
1966,Wed Aug 11 13:42:02 2021,3435720
1967,Fri Aug 13 18:37:43 2021,6623397
1968,Sun Aug  8 09:52:22 2021,9494741
1969,Sun Aug 22 05:51:34 2021,4601768
1970,Sat Aug 14 12:32:18 2021,4231613
1971,Thu Aug 12 20:25:37 2021,8950418
1972,Sat Aug 21 07:53:37 2021,5464380
1973,Sun Aug 15 08:42:29 2021,6314258
1974,Thu Aug 19 01:07:40 2021,9673441
1975,Sat Aug 21 09:55:26 2021,4426068
1976,Fri Aug  6 21:26:18 2021,1139503
1977,Sun Aug 15 14:37:56 2021,6395479
1978,Wed Aug 18 03:55:56 2021,4608310
1979,Thu Aug 12 20:21:46 2021,8711893
1980,Sun Aug  1 12:41:29 2021,2298595
1981,Wed Aug 18 00:36:39 2021,1667595
1982,Tue Aug 10 18:53:49 2021,3037702
1983,Fri Aug 13 09:56:24 2021,9163821
1984,Sat Aug 14 11:23:24 2021,7795212
1985,Fri Aug  6 22:51:50 2021,76332
1986,Sun Aug  8 18:43:59 2021,1940668
1987,Sat Aug 14 07:18:36 2021,1778169
1988,Sat Aug  7 16:05:39 2021,5099401
1989,Mon Aug  9 23:05:48 2021,966368
1990,Thu Jul 29 19:38:41 2021,2252412
1991,Thu Jul 29 16:12:46 2021,891909
1992,Fri Aug  6 01:55:31 2021,4298988
1993,Wed Aug  4 08:33:39 2021,8395314
1994,Wed Aug 18 05:36:50 2021,9284639
1995,Sun Aug 15 17:07:02 2021,965942
1996,Sun Aug  8 01:56:15 2021,7869641
1997,Sat Jul 31 20:33:56 2021,1052029
